FlightNumber,OriginCode,DestinationCode,Distance,DepartureTime,Price
F9 4101,BLR,LGW,8026.55,09:01:53,1012
WN 2542,MEL,CGK,5210.60,23:45:28,665
WN 3874,YYZ,SHA,11420.57,07:05:04,2085
SY 5576,LHR,KMG,8714.22,11:09:06,1181
B6 8157,DFW,XIY,12057.06,20:31:34,2049
B6 9488,MSP,BWI,1503.76,03:42:30,430
WN 3872,SFO,LAX,543.61,19:01:35,122
B6 9485,ORY,RUH,4653.41,11:43:51,712
WN 2546,SVO,FRA,2022.67,07:00:21,664
F9 4105,DMK,CLT,14550.01,07:11:52,1652
B6 9483,DTW,DEN,1802.52,19:30:22,842
F9 5430,KIX,BCN,10330.81,00:46:04,1515
F9 6762,BKK,FCO,8876.71,05:40:07,987
WN 3876,BOG,ARN,9672.37,05:12:49,1055
F9 4102,CJU,CAN,1708.64,05:25:18,419
WN 2545,KIX,MSP,9933.85,11:19:23,2048
AA 8731,PEK,SIN,4491.09,17:54:36,1256
B6 8170,BLR,NBO,4777.38,20:43:34,541
F9 4119,CLT,FLL,1019.27,00:15:14,307
AA 8733,IST,CMB,6294.42,18:40:12,848
SY 4248,LHR,LIS,1564.70,17:39:44,395
NK 0194,KIX,SEA,8090.65,11:35:24,2530
NK 0192,MUC,KIX,9239.32,22:12:09,1159
SY 4244,OSL,SIN,10037.10,17:09:59,1777
SY 4243,ZRH,ICN,8743.33,21:45:46,1030
AS 8099,AUH,HEL,4594.67,13:09:52,529
SY 5561,SHA,MXP,9110.47,19:50:09,1442
AS 8095,SAN,JFK,3928.08,17:11,458
B6 8169,ARN,MEX,9555.33,05:24:08,1056
SY 6894,MNL,HAK,1273.04,09:11:15,270
WN 1200,JNB,KIX,13092.89,03:04:25,1536
F9 5444,JED,DXB,1699.13,02:47:59,855
B6 8167,EWR,BWI,271.20,02:23:32,170
SY 5566,MUC,SIN,10059.27,23:34:33,1125
NK 0185,BOS,SVO,7191.19,10:39,1081
B6 8165,MAN,IST,2666.54,17:32:04,720
NK 0184,CLT,SEA,3660.41,15:37:13,453
B6 8164,KMG,CMB,3133.82,22:25:34,485
WN 1202,LAX,XIY,10962.59,18:42,1201
F9 6774,NRT,TPE,2181.96,01:20,567
AA 7433,ICN,MAD,9963.40,02:03:12,1860
AA 7435,ZRH,SAN,9584.95,10:44:02,1125
AA 8761,SAW,CKG,6900.85,14:30:57,822
AS 8087,DUB,MIA,6692.31,15:14:20,1692
B6 8138,MEL,DUB,17197.30,15:59:39,2355
B6 8139,LGW,CMB,8694.05,18:08:20,1390
SY 5550,IST,LHR,2488.28,03:11:51,395
WN 1230,KUL,BLR,2883.60,17:44:44,555
B6 9465,SEA,MNL,10705.31,02:23:33,1268
F9 4123,SAW,LIS,3264.59,08:57:50,396
F9 4122,IAD,SZX,13066.55,12:55:42,1424
F9 5456,HAK,PEK,2315.25,19:22:52,478
SY 6886,LGW,MNL,10770.45,07:26:12,1501
F9 4121,SVO,LIS,3892.85,02:04:01,685
WN 3894,AGP,TPA,7196.60,14:55:54,916
NK 0174,ORD,BOS,1390.98,19:46:21,314
F9 6789,BCN,CGK,11672.93,14:36:29,1300
SY 6887,KIX,DFW,10751.36,07:11:48,1225
F9 4120,BLR,NRT,6701.57,06:20:32,900
F9 6782,HNL,MEX,6101.59,09:29:52,1237
WN 1238,MAN,IST,2666.54,08:36:13,354
AA 8756,TAO,OSL,7495.20,05:43:43,986
AA 7426,AYT,NBO,4296.45,02:52:10,651
F9 5453,HKG,CTU,1296.88,10:36:43,313
AA 7427,MCO,SFO,3929.50,07:48:03,577
WN 1235,ARN,MAN,1415.28,13:45:49,222
F9 4125,CJU,DFW,11340.27,08:18:08,1320
AA 8759,DUB,FCO,1885.57,13:32:03,363
AA 7428,MAN,PHX,8239.70,02:15:58,1867
B6 9460,AGP,BOS,5593.88,05:02:36,689
AA 8753,HNL,CGK,10814.44,06:46:47,1442
SY 4227,TPA,BWI,1357.90,17:34:15,380
SY 4223,MNL,AMS,10412.68,05:03:01,1426
NK 0170,YVR,HKG,10269.43,10:10:48,1121
F9 6790,PEK,OSL,6983.33,08:55:29,823
F9 5460,MSP,KUL,14515.66,05:57:26,2947
SY 5540,AUH,DUB,5940.78,02:40:24,771
AS 8073,CTU,LAS,11553.77,06:53:25,1272
SY 6873,TPA,MEL,15508.21,15:55:43,1601
F9 5466,VIE,AGP,2135.47,21:30:46,433
NK 0165,AYT,BKK,7326.70,06:10:08,918
WN 3885,MEL,VIE,15731.14,00:10:22,3350
WN 3884,SYD,IAD,15681.11,23:25:22,1742
NK 1495,BLR,MAD,8327.90,04:47:21,1039
F9 4132,AYT,PVG,8076.45,22:08:11,1113
SY 5546,SAN,DXB,13519.18,23:30:13,1503
F9 6793,MAD,BKK,10192.40,16:23:30,1075
WN 2557,BCN,ORY,826.38,05:55:49,321
B6 8141,DTW,ZRH,6829.06,21:50:44,1058
SY 6877,MEX,LAX,2500.04,19:26:53,706
NK 0168,BOM,TPA,14150.48,06:45:10,2050
WN 3887,KUL,ORD,14948.67,00:01:38,1577
G4 8408,CDG,BCN,858.39,21:12:35,241
NK 1491,MSP,PER,17115.92,09:58:53,1945
G4 9735,MSP,AYT,9326.69,06:49:44,1061
UA 2273,DEN,ATL,1926.35,00:07:13,387
AS 8070,KIX,LAX,9220.99,13:12:46,1068
DL 2710,IST,MXP,1682.20,16:48:34,292
DL 2703,HKG,CKG,1098.41,03:39:05,245
NK 0159,SEA,CJU,8706.33,15:36:27,1029
DL 2709,LHR,LIS,1564.70,04:56:51,491
F9 4140,JFK,SIN,15340.39,02:48:49,2422
AS 9392,PVG,IAH,12166.05,17:15:11,1372
F9 5478,SFO,PEK,9492.61,08:18:55,1590
NK 1484,WUH,DFW,12208.83,11:13:15,1467
NK 1483,MAD,NBO,6196.33,00:52:15,813
NK 0151,BNE,SHA,7334.27,13:58:46,847
F9 5473,MEX,HAK,14581.99,18:55:38,3110
G4 9725,FCO,HGH,9148.36,12:09:05,1316
DL 2701,TPE,CJU,1066.92,18:45:39,526
DL 2700,BNE,FLL,14764.10,06:18:57,1707
AS 8053,SYD,PHX,12558.90,16:51:58,1338
NK 0149,SVO,BWI,7753.15,10:33:46,874
AS 9386,YVR,BNE,11845.59,21:20:45,1297
F9 5483,BOG,RUH,12830.24,11:06:52,1901
F9 4152,PER,ARN,13466.00,03:36:36,1584
AS 9381,HGH,BNE,7287.04,07:22:59,1103
AS 8050,FLL,SFO,4151.20,22:42:52,889
UA 2261,DMK,FLL,15568.18,23:28:31,1664
NK 0147,DTW,EWR,783.09,00:28:59,163
AS 9389,DEL,HGH,4177.00,20:30:49,487
NK 0144,SEA,MUC,8477.44,05:53:04,995
NK 1475,MIA,DUB,6692.31,10:24:34,892
F9 5487,MEX,SFO,3028.89,20:41:24,860
G4 9716,MXP,MAD,1148.57,01:39:51,174
G4 9710,NBO,PEK,9226.57,05:12:44,1050
G4 9711,VIE,DTW,7281.49,17:17:38,874
SY 4250,LGW,DOH,5214.43,08:49:42,1108
DL 2732,SHA,JED,8069.61,03:29:08,932
F9 5491,ORY,LGW,325.67,03:38:03,236
F9 5492,DTW,EWR,783.09,04:14:44,366
NK 1469,LAX,SFO,543.61,15:49:04,262
DL 2725,LGW,HAK,9639.83,15:23:05,1197
F9 4162,PMI,MAN,1581.05,05:44:44,774
SY 5594,ATL,TPE,12944.81,02:38:25,1437
AS 9371,NKG,CTU,1382.20,00:59:07,456
AS 8041,FLL,TPA,316.80,01:11:56,200
NK 1463,SFO,RUH,12963.59,12:56:39,1504
SY 5597,ICN,DTW,10655.70,21:24:04,1493
F9 4167,XIY,BLR,3915.47,14:43:53,622
UA 2290,IST,GRU,10559.41,14:29:23,1702
F9 5497,NKG,KUL,3690.43,14:40:42,462
NK 1465,IAD,LHR,5901.73,21:03:56,751
UA 2289,NKG,OSL,7881.29,23:23:09,884
UA 2287,SAW,YVR,9641.09,17:44:24,1806
DL 2723,HND,CTU,3330.89,15:28:32,480
SY 4261,MEX,LIS,8664.75,17:21:13,1068
NK 0129,EWR,IAH,2249.22,11:25:44,335
AS 8031,NRT,FCO,9905.76,03:37:55,1144
AS 8032,NBO,DUB,7275.35,19:37:57,806
NK 1457,PEK,HNL,8130.91,14:58:36,1301
AS 8034,SVO,DUB,2774.15,07:06:23,408
NK 2789,GRU,BWI,7637.24,12:05:52,876
F9 4172,BOS,SIN,15128.30,05:55:01,6348
SY 5584,MAN,DTW,5846.79,19:53:59,745
AS 8030,HAK,AUH,5730.62,07:48:33,995
DL 2719,CGK,LGW,11708.07,03:48:44,4002
UA 2283,KUL,BOG,19067.66,04:18:48,2149
UA 2282,LHR,PMI,1348.07,14:06:20,544
SY 5588,BOG,ATH,10391.60,16:10:13,1193
F9 4176,TAO,CAN,1582.71,12:50:23,365
NK 2786,SEA,DTW,3092.98,11:20:17,535
F9 4175,BCN,TPE,10337.58,20:48:53,1247
NK 2780,CDG,OSL,1357.93,01:09:30,291
AS 8035,OSL,HGH,8101.66,09:11:11,877
NK 2783,KUL,PMI,10579.12,11:43:47,1261
NK 1453,DOH,NKG,6509.00,06:22:35,1237
G4 8447,BKK,HGH,2730.32,18:44:25,565
G4 7115,KIX,ORY,9658.40,18:03:04,1483
G4 9778,KIX,IST,8743.81,04:55:28,1312
G4 8449,CTU,PVG,1660.86,08:42:08,576
G4 7118,PHX,HEL,8876.24,03:56:49,997
NK 0117,HND,KUL,5350.12,14:28:55,1230
AS 8021,BLR,PER,6464.24,21:42:51,1035
NK 2777,PER,HND,7904.91,11:02:39,1021
F9 4189,CDG,SZX,9554.76,07:06:47,1510
NK 1441,SFO,BLR,13987.55,14:55:44,2235
NK 2775,HAK,MSP,12417.96,19:18:05,1778
G4 8444,DUB,BOS,4803.06,06:44:58,695
NK 1444,JFK,GRU,7664.10,17:49:25,845
G4 8442,HKG,MAD,10506.15,19:45:37,1226
AS 8026,MAN,LAX,8529.68,02:59:03,2068
NK 1442,CJU,LGW,9256.36,22:48:47,1743
NK 2772,CMB,JED,4653.75,06:51:50,1238
G4 8436,MNL,JFK,13695.44,22:21:54,1516
G4 8435,WUH,RUH,6568.93,01:48:22,826
G4 9765,MUC,CTU,7726.18,11:05:06,1007
AS 9341,SZX,YYZ,12514.43,17:17:30,1387
AS 9342,LAX,MIA,3762.85,09:19:42,710
AS 9343,NBO,PER,8896.63,01:19:05,1337
NK 1435,NKG,AGP,10395.51,10:55:51,1276
F9 4196,HND,CLT,11086.35,01:43:56,1163
F9 4194,HAK,PEK,2315.25,03:45:24,348
NK 1439,NRT,KIX,491.36,05:52:27,131
G4 9761,SIN,JNB,8655.95,06:13:17,1081
AS 9349,VIE,ORD,7566.95,08:38:29,986
F9 4197,PMI,LGW,1309.84,09:47:01,263
AS 9345,SEA,CAN,10377.87,04:28:59,1171
NK 2760,ORD,RUH,11232.70,07:13:36,1262
AS 8015,TPE,IAH,12756.19,22:39:50,1433
G4 8426,AGP,HND,11176.98,02:49:02,2666
WN 3816,KMG,HND,3720.28,07:25:15,543
G4 9759,NKG,SHA,242.32,00:41:57,331
G4 8429,AUH,JFK,11031.23,00:51:42,1840
WN 3817,PHX,CPH,8810.63,01:39:34,965
SY 4290,SEA,MEX,3757.03,00:04:15,733
AS 8000,CKG,IAH,12979.30,18:01:40,1453
NK 1424,ARN,PHX,8692.71,08:55:52,927
G4 9750,CKG,TAO,1453.13,16:38:57,321
NK 2751,BOS,FRA,5888.76,14:25,871
G4 9752,LAS,PER,15334.49,13:19:15,2625
AS 9333,TPA,EWR,1606.73,10:29:59,243
G4 8421,SEA,CPH,7809.87,05:31:21,986
WN 3810,IST,XIY,6812.29,06:14:11,1264
NK 2750,HND,PER,7904.91,10:09:34,2152
AS 9336,ATL,LIS,6585.07,06:45:15,1194
NK 1420,BOS,MEL,16941.11,13:27:40,2256
AS 0992,IAD,HAK,13415.33,20:38:33,1542
G4 8415,BLR,CDG,7824.96,10:03:58,1252
WN 3804,CDG,MNL,10733.02,20:46:53,1855
G4 9745,HEL,ARN,398.57,04:45:55,154
G4 9746,RUH,CLT,11349.37,13:48:49,1317
NK 2747,DOH,DTW,11202.27,07:59:44,1250
NK 2740,XIY,PHX,11352.68,18:20:25,2053
AS 9326,LHR,BOG,8473.64,18:43:38,1036
G4 9742,HEL,SZX,7772.85,06:38:59,851
AS 9329,CMB,KMG,3133.82,14:48:48,464
NK 1412,LHR,VIE,1274.53,22:22:42,207
G4 7038,PER,SAN,15074.68,23:13:56,3218
AS 0863,JNB,CJU,12289.50,22:40:34,2558
DL 1461,ORY,PHX,8809.35,01:53:01,1092
DL 2793,CMB,PVG,5099.12,14:28:08,685
DL 1460,AGP,PEK,9576.83,13:06:45,1353
AS 0869,SFO,JED,13143.87,14:10:36,1458
DL 2797,TPE,LIS,11237.80,01:18,2261
DL 0132,LGW,IST,2460.71,08:59:47,387
DL 1463,ZRH,HEL,1778.19,23:27:47,335
UA 4972,CMB,SAW,6235.27,16:58:54,1264
UA 4975,EWR,WUH,12020.91,23:39:31,1788
G4 8361,ZRH,EWR,6332.87,16:26:40,852
G4 7030,HNL,MEX,6101.59,19:41:04,1071
NK 1401,BLR,ATL,14473.44,13:43:45,2296
G4 9693,ORD,CMB,14410.11,18:23:20,2063
UA 2302,NKG,PHX,11018.21,14:23:52,1252
G4 7028,DUB,MXP,1381.73,07:36:21,251
AS 0851,MSP,LAS,2087.72,09:35:49,261
UA 3631,LAS,KUL,14248.82,06:40,4650
G4 7026,FLL,CKG,13769.20,17:14:35,1840
UA 3630,MEL,HEL,15186.01,16:09:30,1646
AS 0852,CJU,JNB,12289.50,05:32:56,1281
AS 0853,DFW,MSP,1372.59,20:00:31,360
DL 1451,EWR,MEX,3342.12,16:46:56,506
G4 9689,DCA,ORD,982.47,14:28:51,411
DL 2780,DOH,CPH,4609.95,16:20:03,816
AA 6078,LGW,ICN,8875.95,02:42:30,1066
AS 0856,DEN,ICN,9961.35,04:45:01,2311
AS 0857,MEX,IAH,1232.45,06:51:39,284
DL 2784,SHA,FCO,9134.30,09:04:55,1055
DL 0128,PHX,MXP,9397.16,15:15:07,1173
DL 0119,MXP,ORD,7260.00,09:45:56,1175
DL 0118,MEL,MAD,17285.29,10:21:43,1874
G4 9685,KMG,TPA,14098.30,21:43:55,2241
G4 8355,KMG,DXB,4743.95,13:46:25,558
UA 1003,CLT,FRA,7058.72,22:21:19,877
UA 2333,HAK,SEA,10860.36,13:57:01,1336
DL 0153,BLR,RUH,3499.74,08:50:53,480
G4 9679,CJU,ZRH,9095.38,01:19:11,965
DL 1482,FLL,TPA,316.80,02:26:57,267
UA 4994,NBO,AMS,6677.42,16:00:49,1119
UA 2338,BOG,ORY,8627.36,07:56:37,1077
UA 3669,CJU,SHA,548.17,12:46:26,206
UA 1005,CPH,ATL,7390.89,11:58:40,1111
NK 2717,NRT,CAN,2945.31,19:59:36,687
G4 8341,MNL,HKG,1145.52,05:43:29,208
NK 2710,DTW,JNB,13647.57,23:18:47,1464
G4 8342,MXP,CAN,9226.09,18:37:27,1038
G4 8336,KMG,SZX,1155.46,05:01:58,230
DL 0140,PHX,MAD,9002.33,11:16:21,1045
UA 3651,TPA,BKK,15368.61,08:28:35,2121
AS 0834,BOM,KMG,3141.69,11:43:58,524
G4 9669,HKG,SEA,10442.03,16:39:33,1230
DL 0144,ORD,PEK,10562.38,06:37:51,1239
DL 1474,NBO,CJU,10048.06,05:05:47,1117
UA 2326,KUL,MEX,16662.49,20:03:44,1866
AA 6092,HKG,CMB,4012.79,23:42:42,552
NK 2706,DEN,SAW,9901.55,16:03:52,1068
NK 2701,SEA,DEN,1645.43,10:50:05,271
G4 8330,JED,EWR,10251.07,17:38:42,1174
G4 9663,SAW,DFW,10138.37,09:41:43,1863
UA 3688,SZX,LIS,10968.41,17:13:17,1344
UA 3687,AYT,MXP,2075.08,10:09:44,570
UA 2355,CAN,MIA,14353.44,20:13:41,2389
AS 0820,AGP,LIS,469.84,21:47:27,186
UA 3684,BOG,SEA,6598.39,15:39:34,1001
UA 2350,HNL,JFK,8006.75,07:39:46,973
AS 0824,GRU,LGW,9446.76,08:06:06,1072
G4 7075,MXP,FRA,490.23,16:35:39,125
DL 2736,BOM,DEL,1137.05,13:49:35,260
DL 2737,TAO,PVG,601.31,07:23:36,242
G4 8391,YYZ,DEN,2111.92,03:47:19,281
DL 1409,TPA,AYT,9995.38,05:25:08,1490
G4 7064,YYZ,BCN,6417.26,00:30:52,972
G4 7059,BOS,NBO,11571.39,05:12:15,1836
DL 2775,HNL,JED,14887.20,07:49:56,1986
DL 1441,BNE,LIS,17938.67,13:09:15,1882
AS 0804,DEL,MUC,5900.79,08:18:01,782
DL 1447,SAW,ORY,2281.58,02:53:16,362
DL 2777,PEK,JED,7438.57,05:19:12,799
DL 0107,DMK,FRA,8970.56,10:36:44,1093
G4 7054,MEL,IST,14640.60,07:23:39,2428
UA 2371,PVG,MEX,12896.89,16:16:39,1384
G4 7056,MSP,HND,9603.49,23:47:12,1085
G4 8386,BLR,SYD,9354.77,20:12:15,1164
UA 2366,FRA,PER,13860.14,21:38:20,2006
UA 1034,ICN,IAD,11173.56,22:30:16,1191
UA 2364,MEX,ATH,11294.81,22:07:20,1875
UA 1030,DEL,DEN,12405.77,22:01:38,1792
UA 3692,ATH,KUL,8748.14,09:19:36,963
UA 2361,CMB,SEA,13559.90,22:55:48,3072
DL 1430,PHX,CMB,15327.33,10:30:28,1743
DL 0102,ARN,DEN,7769.39,17:56:26,936
DL 0101,CKG,TAO,1453.13,09:54:36,393
DL 2768,CJU,TAO,663.54,17:09:18,304
UA 1039,CPH,LIS,2472.06,15:01:18,305
G4 7042,LAX,AUH,13482.69,19:36:19,1488
G4 8376,BOS,MEX,3664.73,07:30:50,770
AA 9995,BOS,NBO,11571.39,04:32:32,2313
AA 8664,BOG,WUH,15970.63,18:04:46,1713
AA 6005,CKG,BOG,16186.73,11:23:09,2598
AA 9992,MAN,MSP,6226.84,02:25:42,788
WN 2583,BCN,EWR,6177.21,12:32:48,797
WN 2581,LGW,SZX,9596.97,15:58:57,1491
WN 1253,HAK,ORY,9601.75,11:12:08,1176
AA 8657,PVG,ARN,7780.26,05:07:09,1321
B6 8197,AMS,CPH,632.75,23:42:30,299
AA 9988,IST,GRU,10559.41,13:06:48,1190
AA 7328,WUH,BCN,9403.76,01:17:05,1110
SY 6902,CPH,AYT,2489.30,09:08:17,329
AA 8659,SZX,PER,6073.31,16:12:45,786
AA 9984,OSL,DTW,6263.41,13:26:51,1263
AA 8655,IAH,HGH,12323.13,16:09:53,2092
AA 9986,SFO,SAW,10821.49,20:57:28,1309
AA 9981,FCO,DTW,7427.23,06:03:13,968
AA 8651,DOH,CTU,5181.52,14:33:28,761
WN 1248,BLR,HEL,6743.31,18:20:27,1131
AA 9977,WUH,CLT,12507.29,06:31:16,1338
AA 8646,CJU,NRT,1295.20,18:26:46,272
AA 8649,NRT,SIN,5358.54,01:24:17,783
AA 7317,BLR,DOH,3042.65,04:39:50,540
AA 8648,BKK,YVR,11803.19,20:49:35,2614
B6 8181,LIS,DEL,7767.97,14:13:36,1613
AA 7355,SYD,MUC,16312.88,10:24:28,1862
B6 8180,LGW,MNL,10770.45,16:11:48,1287
AA 6023,SAW,ZRH,1802.06,20:17:43,1140
G4 7098,CKG,SVO,6040.36,17:35:24,660
AA 6018,TPE,MEX,13419.63,02:10:22,2872
UA 4900,BOM,CPH,6411.06,08:50:06,1038
AA 6014,KIX,FCO,9739.95,07:52:04,1365
AA 7345,CGK,ATL,16749.02,23:52:40,2376
F9 6911,BKK,BOS,13725.24,18:12:20,1619
UA 4904,LAS,HNL,4440.36,11:05:27,672
WN 2590,HAK,ZRH,9240.68,20:17:59,1393
WN 2593,DUB,KUL,10936.38,15:54:20,4601
WN 1261,ORD,TPE,11979.96,20:22:57,1903
B6 8189,ATH,MEX,11294.81,15:28:46,2467
WN 2595,MCO,GRU,6869.28,12:28:44,951
AA 8669,IAD,CDG,6196.98,21:19:51,1071
AA 7337,SAN,YVR,1896.69,04:53:56,466
AA 6008,MXP,FCO,510.78,03:07:42,217
B6 8183,RUH,ARN,4452.02,23:08:52,595
AA 6046,EWR,CPH,6207.09,07:01:34,880
F9 6926,CAN,BWI,12981.02,14:21:21,1807
SY 5605,ORY,DMK,9440.28,06:10:54,1109
AA 7377,AMS,DEL,6363.75,11:37:41,743
SY 5606,BKK,KUL,1221.52,12:35:07,247
AA 6048,MAD,HND,10766.08,12:56:21,1325
AA 6049,CGK,MAN,11803.33,21:47:08,1666
AA 7373,SHA,HEL,7364.85,03:40:07,859
F9 6922,HGH,HKG,1093.95,17:53:56,188
F9 6923,JFK,PEK,10977.99,23:34:38,1295
UA 4938,CAN,DOH,6196.88,06:39:09,812
DL 0174,HGH,HKG,1093.95,09:34:43,373
DL 0177,KIX,CPH,8621.87,12:59:45,1057
AA 7371,SFO,SIN,13581.07,05:10:13,1590
UA 3604,DEL,SIN,4158.90,10:23:52,474
UA 4930,AGP,DEN,8239.21,12:10:06,955
UA 4931,IAH,DTW,1730.09,05:51:49,374
WN 1291,SAN,ARN,8948.02,05:56:38,1068
WN 1292,FRA,ATL,7408.55,22:05:53,1077
WN 1294,YYZ,SHA,11420.57,04:07:14,1321
WN 1298,CKG,BOM,3602.83,14:35:12,538
SY 5615,OSL,IAH,7986.46,00:25:37,878
AA 8698,ORD,MXP,7260.00,09:47:16,862
AA 6036,JED,DFW,12370.54,10:39:37,1460
AA 7368,DUB,SFO,8182.99,07:16:15,872
SY 6928,FRA,AGP,1817.17,18:35:58,425
AA 8693,DOH,DUB,5670.44,23:23:04,664
AA 8696,MEL,AGP,17308.66,04:15:02,2688
AA 8690,NRT,JED,9567.39,18:22:20,1382
AA 7361,FLL,DEL,13472.94,12:12:17,1560
AA 6030,CGK,ZRH,11118.00,08:51:47,1272
F9 6930,CMB,ATH,6560.00,16:10:03,1035
AA 6029,SZX,NRT,2950.15,19:37:30,421
SY 5604,ZRH,BOS,6010.21,15:19:13,987
SY 6915,JFK,MSP,1651.36,08:19:55,278
UA 4957,AGP,CKG,9721.49,14:08:38,1208
F9 5613,AUH,AMS,5191.34,00:20:24,975
AA 7395,CJU,PHX,10385.83,02:55:47,1135
AA 6065,CJU,PER,7360.91,17:12:06,1061
AA 7396,BOS,HND,10803.65,00:57:44,1645
AA 7397,DXB,MAN,5655.32,02:25:24,657
DL 0197,SAW,MIA,9646.34,03:41:16,1801
AA 6066,ARN,BOM,6247.91,14:37:46,883
F9 5616,CLT,AGP,6686.41,18:24:36,1028
AA 7398,CJU,MEL,8139.88,19:35:16,1295
UA 4952,BOS,DMK,13698.71,03:41:10,1592
UA 3623,MUC,HAK,8980.82,02:43:57,1115
SY 6921,ORD,FCO,7742.07,23:07:17,1023
SY 6903,MIA,CDG,7370.93,23:06:39,860
F9 6959,SYD,RUH,12794.72,19:50:43,1512
SY 6904,AMS,HNL,11657.27,02:29:23,1348
F9 5629,OSL,FLL,7581.77,01:32:24,849
AA 6054,LHR,ATH,2426.27,20:59:59,370
SY 6909,PHX,PER,15562.75,22:15:45,1610
UA 4949,EWR,PHX,3424.38,19:48:41,435
DL 0185,DTW,KIX,10629.72,23:30:13,1801
F9 6958,TPA,IST,9570.72,08:13:44,1467
DL 0188,IAH,MIA,1549.36,05:53:48,204
UA 3614,DEL,TAO,4091.60,10:40:08,624
UA 3613,AMS,DXB,5168.46,08:06:34,640
UA 4941,BOS,DEL,11478.92,03:57:16,1263
F9 6951,TAO,LAX,10122.30,11:44:44,1106
F9 5622,LGW,YVR,7618.23,13:13:38,2799
SY 6911,VIE,CTU,7405.58,03:24:32,863
SY 6913,ATL,LAS,2804.88,04:14:29,486
F9 6845,PVG,KIX,1306.96,06:39:11,184
SY 4313,BOG,SZX,16854.25,11:02:10,1826
F9 5515,GRU,LHR,9460.49,21:21:21,1179
F9 6846,LHR,DXB,5497.45,04:06:18,706
SY 5651,IAH,HKG,13412.38,10:40:21,1505
B6 8231,HKG,BWI,13090.25,23:13:32,1532
AA 9907,MEX,PMI,9605.48,05:57:33,1141
F9 5513,BKK,HNL,10592.82,21:27:19,1304
WN 3955,IAH,AMS,8048.69,13:31:16,1012
SY 4309,KIX,DEL,5477.25,23:42:14,1021
AA 9903,HND,MSP,9603.49,03:37:36,1699
AA 9902,SAW,NRT,8970.15,15:02:27,1117
WN 3947,SYD,CPH,16042.91,23:59:59,1695
SY 4326,KMG,ATL,13451.44,00:21:13,1574
SY 4325,BOM,IAD,12859.78,16:06:43,1414
SY 4322,GRU,VIE,10124.51,03:53:56,1824
SY 4321,NRT,XIY,2869.50,23:49,516
B6 8246,MUC,CMB,7802.56,05:54:07,1266
F9 5521,MSP,YVR,2304.07,02:18:38,433
B6 8242,KIX,LHR,9531.42,04:19:58,1074
SY 5644,IST,YYZ,8171.51,17:18:33,991
WN 3943,SAN,CMB,15223.13,20:32:04,1644
B6 9572,CTU,BKK,1886.83,10:04:44,386
SY 4319,HAK,CAN,483.62,03:47:39,202
SY 5647,DEN,PER,16283.90,08:39:46,2764
SY 4318,BWI,PER,18619.56,18:24:27,3091
AA 8601,HGH,ORY,9304.02,09:49:22,1029
SY 5629,DCA,LAX,3710.69,22:32:14,582
F9 5536,SAW,SZX,7939.93,17:33:34,947
B6 8217,BOS,IAH,2566.63,20:58:26,437
B6 8218,DCA,CGK,16357.13,00:41:29,1837
B6 9546,BKK,IAH,14861.23,22:28:54,2440
B6 8216,DXB,ARN,4785.13,00:50:13,642
F9 5532,PHX,ATL,2548.63,13:07:20,472
B6 9542,BOM,CAN,4204.47,19:42:07,579
B6 8211,HAK,MUC,8980.82,10:03:34,1084
F9 6863,KIX,BKK,4160.09,14:12:31,1255
WN 2642,YVR,KMG,10595.92,01:47:42,1126
F9 5534,TAO,HGH,682.54,18:17:51,252
SY 5633,AUH,HGH,6441.80,09:41:56,844
WN 1314,DEN,ZRH,8281.69,21:11:59,1545
SY 6965,ATL,MEX,2143.73,09:33:15,425
WN 1315,DEN,MEL,14141.50,17:27:08,1534
AA 9925,MNL,IAD,13767.91,08:42:28,1546
F9 6861,DEN,AGP,8239.21,13:19:15,980
F9 4202,KMG,TPA,14098.30,06:46:26,1936
WN 3974,CMB,HNL,12959.82,04:42:05,1434
WN 2638,MCO,PVG,12952.60,01:14:03,2119
WN 2639,BLR,ORY,7837.09,18:12:17,1205
SY 4305,YYZ,JFK,588.19,21:32:04,116
F9 4216,HGH,NRT,1956.38,14:52:30,485
SY 5619,AGP,DFW,8102.61,11:08:16,1683
NK 0094,DCA,MUC,6821.74,15:02:23,1658
SY 4301,EWR,PER,18685.74,18:00:54,3927
SY 4300,NBO,NKG,9323.39,12:50:51,1411
B6 8229,DMK,SAW,7436.54,00:28:45,956
B6 8226,ZRH,CAN,9147.51,08:26:59,1333
B6 9557,BNE,SYD,752.83,08:57:30,195
WN 2630,GRU,LHR,9460.49,00:38:10,1165
B6 8222,IST,MAN,2666.54,20:20:54,493
NK 0087,CAN,CKG,965.66,03:24:32,279
F9 4210,CKG,PEK,1465.02,20:27:28,424
AA 9915,EWR,ATL,1198.39,08:33:49,315
B6 8220,PHX,FLL,3168.56,02:20:08,559
F9 6870,DEN,TAO,10383.32,01:41:52,1230
F9 5540,CGK,TPA,17399.34,09:30:05,3391
WN 3965,SEA,ATL,3504.75,11:29:06,566
F9 6873,ARN,PEK,6691.86,10:07:46,746
AA 8620,IST,LAX,11002.31,23:12:35,1848
AA 9954,MSP,CPH,6868.88,21:01:37,1621
SY 4358,DEL,MEL,10191.22,13:40:44,1355
SY 3024,NBO,ATH,4564.19,10:11:42,650
SY 4354,CTU,SZX,1263.03,16:42:14,339
F9 6880,IAD,MUC,6841.65,16:53:36,764
